线路编号,车次号,车站编号,到达时刻,发车时刻
1,103014,2,6:46:18,6:46:48
1,103014,1,6:50:28,6:51:28
1,103016,23,5:59:30,6:00:00
1,103016,22,6:02:30,6:03:00
1,103016,21,6:05:30,6:06:10
1,103016,20,6:08:10,6:08:55
1,103016,19,6:10:05,6:10:35
1,103016,18,6:12:35,6:13:20
1,103016,17,6:15:10,6:15:50
1,103016,16,6:17:10,6:17:40
1,103016,15,6:19:10,6:19:40
1,103016,14,6:21:10,6:21:38
1,103016,13,6:23:08,6:23:48
1,103016,12,6:25:48,6:26:33
1,103016,11,6:27:33,6:28:03
1,103016,10,6:30:03,6:30:33
1,103016,9,6:32:13,6:32:53
1,103016,8,6:34:33,6:35:13
1,103016,7,6:37:03,6:37:43
1,103016,6,6:39:53,6:40:33
1,103016,5,6:42:53,6:43:23
1,103016,4,6:45:23,6:45:53
1,103016,3,6:48:23,6:48:53
1,103016,2,6:51:23,6:51:53
1,103016,1,6:55:33,6:56:33
1,103018,23,6:01:50,6:02:20
1,103018,22,6:04:50,6:05:20
1,103018,21,6:07:50,6:08:30
1,103018,20,6:10:30,6:11:15
1,103018,19,6:12:25,6:12:55
1,103018,18,6:14:55,6:15:40
1,103018,17,6:17:30,6:18:10
1,103018,16,6:19:30,6:20:00
1,103018,15,6:21:30,6:22:00
1,103018,14,6:23:30,6:23:58
1,103018,13,6:25:28,6:26:08
1,103018,12,6:28:08,6:28:53
1,103018,11,6:29:53,6:30:23
1,103018,10,6:32:23,6:32:53
1,103018,9,6:34:33,6:35:13
1,103018,8,6:36:53,6:37:33
1,103018,7,6:39:23,6:40:03
1,103018,6,6:42:13,6:42:53
1,103018,5,6:45:13,6:45:43
1,103018,4,6:47:43,6:48:13
1,103018,3,6:50:43,6:51:13
1,103018,2,6:53:43,6:54:13
1,103018,1,6:57:53,6:58:53
1,103020,23,6:06:10,6:06:40
1,103020,22,6:09:10,6:09:40
1,103020,21,6:12:10,6:12:50
1,103020,20,6:14:50,6:15:35
1,103020,19,6:16:45,6:17:15
1,103020,18,6:19:15,6:20:00
1,103020,17,6:21:50,6:22:30
1,103020,16,6:23:50,6:24:20
1,103020,15,6:25:50,6:26:20
1,103020,14,6:27:50,6:28:18
1,103020,13,6:29:48,6:30:28
1,103020,12,6:32:28,6:33:13
1,103020,11,6:34:13,6:34:43
1,103020,10,6:36:43,6:37:13
1,103020,9,6:38:53,6:39:33
1,103020,8,6:41:13,6:41:53
1,103020,7,6:43:43,6:44:23
1,103020,6,6:46:33,6:47:13
1,103020,5,6:49:33,6:50:03
1,103020,4,6:52:03,6:52:33
1,103020,3,6:55:03,6:55:33
1,103020,2,6:58:03,6:58:33
1,103020,1,7:02:13,7:03:13
1,103022,23,6:10:25,6:10:55
1,103022,22,6:13:25,6:13:55
1,103022,21,6:16:25,6:17:05
1,103022,20,6:19:05,6:19:50
1,103022,19,6:21:00,6:21:30
1,103022,18,6:23:30,6:24:15
1,103022,17,6:26:05,6:26:45
1,103022,16,6:28:05,6:28:35
1,103022,15,6:30:05,6:30:35
1,103022,14,6:32:05,6:32:33
1,103022,13,6:34:03,6:34:43
1,103022,12,6:36:43,6:37:28
1,103022,11,6:38:28,6:38:58
1,103022,10,6:40:58,6:41:28
1,103022,9,6:43:08,6:43:48
1,103022,8,6:45:28,6:46:08
1,103022,7,6:47:58,6:48:38
1,103022,6,6:50:48,6:51:28
1,103022,5,6:53:48,6:54:18
1,103022,4,6:56:18,6:56:48
1,103022,3,6:59:18,6:59:48
1,103022,2,7:02:18,7:02:48
1,103022,1,7:06:28,7:07:28
1,103024,23,6:12:25,6:12:55
1,103024,22,6:15:25,6:15:55
1,103024,21,6:18:25,6:19:05
1,103024,20,6:21:05,6:21:50
1,103024,19,6:23:00,6:23:30
1,103024,18,6:25:30,6:26:15
1,103024,17,6:28:05,6:28:45
1,103024,16,6:30:05,6:30:35
1,103024,15,6:32:05,6:32:35
1,103024,14,6:34:05,6:34:33
1,103024,13,6:36:03,6:36:43
1,103024,12,6:38:43,6:39:28
1,103024,11,6:40:28,6:40:58
1,103024,10,6:42:58,6:43:28
1,103024,9,6:45:08,6:45:48
1,103024,8,6:47:28,6:48:08
1,103024,7,6:49:58,6:50:38
1,103024,6,6:52:48,6:53:28
1,103024,5,6:55:48,6:56:18
1,103024,4,6:58:18,6:58:48
1,103024,3,7:01:18,7:01:48
1,103024,2,7:04:18,7:04:48
1,103024,1,7:08:28,7:09:28
1,103026,23,6:16:30,6:17:00
1,103026,22,6:19:30,6:20:00
1,103026,21,6:22:30,6:23:10
1,103026,20,6:25:10,6:25:55
1,103026,19,6:27:05,6:27:35
1,103026,18,6:29:35,6:30:20
1,103026,17,6:32:10,6:32:50
1,103026,16,6:34:10,6:34:40
1,103026,15,6:36:10,6:36:40
1,103026,14,6:38:10,6:38:38
1,103026,13,6:40:08,6:40:48
1,103026,12,6:42:48,6:43:33
1,103026,11,6:44:33,6:45:03
1,103026,10,6:47:03,6:47:33
1,103026,9,6:49:13,6:49:53
1,103026,8,6:51:33,6:52:13
1,103026,7,6:54:03,6:54:43
1,103026,6,6:56:53,6:57:33
1,103026,5,6:59:53,7:00:23
1,103026,4,7:02:23,7:02:53
1,103026,3,7:05:23,7:05:53
1,103026,2,7:08:23,7:08:53
1,103026,1,7:12:33,7:13:33
1,103028,23,6:20:40,6:21:10
1,103028,22,6:23:40,6:24:10
1,103028,21,6:26:40,6:27:20
1,103028,20,6:29:20,6:30:05
1,103028,19,6:31:15,6:31:45
1,103028,18,6:33:45,6:34:30
1,103028,17,6:36:20,6:37:00
1,103028,16,6:38:20,6:38:50
1,103028,15,6:40:20,6:40:50
1,103028,14,6:42:20,6:42:48
1,103028,13,6:44:18,6:44:58
1,103028,12,6:46:58,6:47:43
1,103028,11,6:48:43,6:49:13
1,103028,10,6:51:13,6:51:43
1,103028,9,6:53:23,6:54:03
1,103028,8,6:55:43,6:56:23
1,103028,7,6:58:13,6:58:53
1,103028,6,7:01:03,7:01:43
1,103028,5,7:04:03,7:04:33
1,103028,4,7:06:33,7:07:03
1,103028,3,7:09:33,7:10:03
1,103028,2,7:12:33,7:13:03
1,103028,1,7:16:43,7:17:43
1,103030,23,6:24:50,6:25:20
1,103030,22,6:27:50,6:28:20
1,103030,21,6:30:50,6:31:30
1,103030,20,6:33:30,6:34:15
1,103030,19,6:35:25,6:35:55
1,103030,18,6:37:55,6:38:40
1,103030,17,6:40:30,6:41:10
1,103030,16,6:42:30,6:43:00
1,103030,15,6:44:30,6:45:00
1,103030,14,6:46:30,6:46:58
1,103030,13,6:48:28,6:49:08
1,103030,12,6:51:08,6:51:53
1,103030,11,6:52:53,6:53:23
1,103030,10,6:55:23,6:55:53
1,103030,9,6:57:33,6:58:13
1,103030,8,6:59:53,7:00:33
1,103030,7,7:02:23,7:03:03
1,103030,6,7:05:13,7:05:53
1,103030,5,7:08:13,7:08:43
1,103030,4,7:10:43,7:11:13
1,103030,3,7:13:43,7:14:13
1,103030,2,7:16:43,7:17:13
1,103030,1,7:20:53,7:21:53
1,103032,23,6:27:00,6:27:30
1,103032,22,6:30:00,6:30:30
1,103032,21,6:33:00,6:33:40
1,103032,20,6:35:40,6:36:25
1,103032,19,6:37:35,6:38:05
1,103032,18,6:40:05,6:40:50
1,103032,17,6:42:40,6:43:20
1,103032,16,6:44:40,6:45:10
1,103032,15,6:46:40,6:47:10
1,103032,14,6:48:40,6:49:08
1,103032,13,6:50:38,6:51:18
1,103032,12,6:53:18,6:54:03
1,103032,11,6:55:03,6:55:33
1,103032,10,6:57:33,6:58:03
1,103032,9,6:59:43,7:00:23
1,103032,8,7:02:03,7:02:43
1,103032,7,7:04:33,7:05:13
1,103032,6,7:07:23,7:08:03
1,103032,5,7:10:23,7:10:53
1,103032,4,7:12:53,7:13:23
1,103032,3,7:15:53,7:16:23
1,103032,2,7:18:53,7:19:23
1,103032,1,7:23:03,7:24:03
1,103034,23,6:31:10,6:31:40
1,103034,22,6:34:10,6:34:40
1,103034,21,6:37:10,6:37:50
1,103034,20,6:39:50,6:40:35
1,103034,19,6:41:45,6:42:15
1,103034,18,6:44:15,6:45:00
1,103034,17,6:46:50,6:47:30
1,103034,16,6:48:50,6:49:20
1,103034,15,6:50:50,6:51:20
1,103034,14,6:52:50,6:53:18
1,103034,13,6:54:48,6:55:28
1,103034,12,6:57:28,6:58:13
1,103034,11,6:59:13,6:59:43
1,103034,10,7:01:43,7:02:13
1,103034,9,7:03:53,7:04:33
1,103034,8,7:06:13,7:06:53
1,103034,7,7:08:43,7:09:23
1,103034,6,7:11:33,7:12:13
1,103034,5,7:14:33,7:15:03
1,103034,4,7:17:03,7:17:33
1,103034,3,7:20:03,7:20:33
1,103034,2,7:23:03,7:23:33
1,103034,1,7:27:13,7:28:13
1,103036,23,6:33:20,6:33:50
1,103036,22,6:36:20,6:36:50
1,103036,21,6:39:20,6:40:00
1,103036,20,6:42:00,6:42:45
1,103036,19,6:43:55,6:44:25
1,103036,18,6:46:25,6:47:10
1,103036,17,6:49:00,6:49:40
1,103036,16,6:51:00,6:51:30
1,103036,15,6:53:00,6:53:30
1,103036,14,6:55:00,6:55:28
1,103036,13,6:56:58,6:57:38
1,103036,12,6:59:38,7:00:23
1,103036,11,7:01:23,7:01:53
1,103036,10,7:03:53,7:04:23
1,103036,9,7:06:03,7:06:43
1,103036,8,7:08:23,7:09:03
1,103036,7,7:10:53,7:11:33
1,103036,6,7:13:43,7:14:23
1,103036,5,7:16:43,7:17:13
1,103036,4,7:19:13,7:19:43
1,103036,3,7:22:13,7:22:43
1,103036,2,7:25:13,7:25:43
1,103036,1,7:29:23,7:30:23
1,103038,23,6:37:25,6:37:55
1,103038,22,6:40:25,6:40:55
1,103038,21,6:43:25,6:44:05
1,103038,20,6:46:05,6:46:50
1,103038,19,6:48:00,6:48:30
1,103038,18,6:50:30,6:51:15
1,103038,17,6:53:05,6:53:45
1,103038,16,6:55:05,6:55:35
1,103038,15,6:57:05,6:57:35
1,103038,14,6:59:05,6:59:33
1,103038,13,7:01:03,7:01:43
1,103038,12,7:03:43,7:04:28
1,103038,11,7:05:28,7:05:58
1,103038,10,7:07:58,7:08:28
1,103038,9,7:10:08,7:10:48
1,103038,8,7:12:28,7:13:08
1,103038,7,7:14:58,7:15:38
1,103038,6,7:17:48,7:18:28
1,103038,5,7:20:48,7:21:18
1,103038,4,7:23:18,7:23:48
1,103038,3,7:26:18,7:26:48
1,103038,2,7:29:18,7:29:48
1,103038,1,7:33:28,7:34:28
1,103040,23,6:39:30,6:40:00
1,103040,22,6:42:30,6:43:00
1,103040,21,6:45:30,6:46:10
1,103040,20,6:48:10,6:48:55
1,103040,19,6:50:05,6:50:35
1,103040,18,6:52:35,6:53:20
1,103040,17,6:55:10,6:55:50
1,103040,16,6:57:10,6:57:40
1,103040,15,6:59:10,6:59:40
1,103040,14,7:01:10,7:01:38
1,103040,13,7:03:08,7:03:48
1,103040,12,7:05:48,7:06:33
1,103040,11,7:07:33,7:08:03
1,103040,10,7:10:03,7:10:33
1,103040,9,7:12:13,7:12:53
1,103040,8,7:14:33,7:15:13
1,103040,7,7:17:03,7:17:43
1,103040,6,7:19:53,7:20:33
1,103040,5,7:22:53,7:23:23
1,103040,4,7:25:23,7:25:53
1,103040,3,7:28:23,7:28:53
1,103040,2,7:31:23,7:31:53
1,103040,1,7:35:33,7:36:33
1,103042,23,6:43:35,6:44:05
1,103042,22,6:46:35,6:47:05
1,103042,21,6:49:35,6:50:15
1,103042,20,6:52:15,6:53:00
1,103042,19,6:54:10,6:54:40
1,103042,18,6:56:40,6:57:25
1,103042,17,6:59:15,6:59:55
1,103042,16,7:01:15,7:01:45
1,103042,15,7:03:15,7:03:45
1,103042,14,7:05:15,7:05:43
1,103042,13,7:07:13,7:07:53
1,103042,12,7:09:53,7:10:38
1,103042,11,7:11:38,7:12:08
1,103042,10,7:14:08,7:14:38
1,103042,9,7:16:18,7:16:58
1,103042,8,7:18:38,7:19:18
1,103042,7,7:21:08,7:21:48
1,103042,6,7:23:58,7:24:38
1,103042,5,7:26:58,7:27:28
1,103042,4,7:29:28,7:29:58
1,103042,3,7:32:28,7:32:58
1,103042,2,7:35:28,7:35:58
1,103042,1,7:39:38,7:40:38
1,103044,23,6:45:40,6:46:10
1,103044,22,6:48:40,6:49:10
1,103044,21,6:51:40,6:52:20
1,103044,20,6:54:20,6:55:05
1,103044,19,6:56:15,6:56:45
1,103044,18,6:58:45,6:59:30
1,103044,17,7:01:20,7:02:00
1,103044,16,7:03:20,7:03:50
1,103044,15,7:05:20,7:05:50
1,103044,14,7:07:20,7:07:48
1,103044,13,7:09:18,7:09:58
1,103044,12,7:11:58,7:12:43
1,103044,11,7:13:43,7:14:13
1,103044,10,7:16:13,7:16:43
1,103044,9,7:18:23,7:19:03
1,103044,8,7:20:43,7:21:23
1,103044,7,7:23:13,7:23:53
1,103044,6,7:26:03,7:26:43
1,103044,5,7:29:03,7:29:33
1,103044,4,7:31:33,7:32:03
1,103044,3,7:34:33,7:35:03
1,103044,2,7:37:33,7:38:03
1,103044,1,7:41:43,7:42:43
1,103046,23,6:49:50,6:50:20
1,103046,22,6:52:50,6:53:20
1,103046,21,6:55:50,6:56:30
1,103046,20,6:58:30,6:59:15
1,103046,19,7:00:25,7:00:55
1,103046,18,7:02:55,7:03:40
1,103046,17,7:05:30,7:06:10
1,103046,16,7:07:30,7:08:00
1,103046,15,7:09:30,7:10:00
1,103046,14,7:11:30,7:11:58
1,103046,13,7:13:28,7:14:08
1,103046,12,7:16:08,7:16:53
1,103046,11,7:17:53,7:18:23
1,103046,10,7:20:23,7:20:53
1,103046,9,7:22:33,7:23:13
1,103046,8,7:24:53,7:25:33
1,103046,7,7:27:23,7:28:03
1,103046,6,7:30:13,7:30:53
1,103046,5,7:33:13,7:33:43
1,103046,4,7:35:43,7:36:13
1,103046,3,7:38:43,7:39:13
1,103046,2,7:41:43,7:42:13
1,103046,1,7:45:53,7:46:53
1,103048,23,6:52:00,6:52:30
1,103048,22,6:55:00,6:55:30
1,103048,21,6:58:00,6:58:40
1,103048,20,7:00:40,7:01:25
1,103048,19,7:02:35,7:03:05
1,103048,18,7:05:05,7:05:50
1,103048,17,7:07:40,7:08:20
1,103048,16,7:09:40,7:10:10
1,103048,15,7:11:40,7:12:10
1,103048,14,7:13:40,7:14:08
1,103048,13,7:15:38,7:16:18
1,103048,12,7:18:18,7:19:03
1,103048,11,7:20:03,7:20:33
1,103048,10,7:22:33,7:23:03
1,103048,9,7:24:43,7:25:23
1,103048,8,7:27:03,7:27:43
1,103048,7,7:29:33,7:30:13
1,103048,6,7:32:23,7:33:03
1,103048,5,7:35:23,7:35:53
1,103048,4,7:37:53,7:38:23
1,103048,3,7:40:53,7:41:23
1,103048,2,7:43:53,7:44:23
1,103048,1,7:48:03,7:49:03
1,103050,23,6:56:10,6:56:40
1,103050,22,6:59:10,6:59:40
1,103050,21,7:02:10,7:02:50
1,103050,20,7:04:50,7:05:35
1,103050,19,7:06:45,7:07:15
1,103050,18,7:09:15,7:10:00
1,103050,17,7:11:50,7:12:30
1,103050,16,7:13:50,7:14:20
1,103050,15,7:15:50,7:16:20
1,103050,14,7:17:50,7:18:18
1,103050,13,7:19:48,7:20:28
1,103050,12,7:22:28,7:23:13
1,103050,11,7:24:13,7:24:43
1,103050,10,7:26:43,7:27:13
1,103050,9,7:28:53,7:29:33
1,103050,8,7:31:13,7:31:53
1,103050,7,7:33:43,7:34:23
1,103050,6,7:36:33,7:37:13
1,103050,5,7:39:33,7:40:03
1,103050,4,7:42:03,7:42:33
1,103050,3,7:45:03,7:45:33
1,103050,2,7:48:03,7:48:33
1,103050,1,7:52:13,7:53:13
1,103052,23,6:58:10,6:58:40
1,103052,22,7:01:10,7:01:40
1,103052,21,7:04:10,7:04:50
1,103052,20,7:06:50,7:07:35
1,103052,19,7:08:45,7:09:15
1,103052,18,7:11:15,7:12:00
1,103052,17,7:13:50,7:14:30
1,103052,16,7:15:50,7:16:20
1,103052,15,7:17:50,7:18:20
1,103052,14,7:19:50,7:20:18
1,103052,13,7:21:48,7:22:28
1,103052,12,7:24:28,7:25:13
1,103052,11,7:26:13,7:26:43
1,103052,10,7:28:43,7:29:13
1,103052,9,7:30:53,7:31:33
1,103052,8,7:33:13,7:33:53
1,103052,7,7:35:43,7:36:23
1,103052,6,7:38:33,7:39:13
1,103052,5,7:41:33,7:42:03
1,103052,4,7:44:03,7:44:33
1,103052,3,7:47:03,7:47:33
1,103052,2,7:50:03,7:50:33
1,103052,1,7:54:13,7:55:13
1,103054,23,7:02:25,7:02:55
1,103054,22,7:05:25,7:05:55
1,103054,21,7:08:25,7:09:05
1,103054,20,7:11:05,7:11:50
1,103054,19,7:13:00,7:13:30
1,103054,18,7:15:30,7:16:15
1,103054,17,7:18:05,7:18:45
1,103054,16,7:20:05,7:20:35
1,103054,15,7:22:05,7:22:35
1,103054,14,7:24:05,7:24:33
1,103054,13,7:26:03,7:26:43
1,103054,12,7:28:43,7:29:28
1,103054,11,7:30:28,7:30:58
1,103054,10,7:32:58,7:33:28
1,103054,9,7:35:08,7:35:48
1,103054,8,7:37:28,7:38:08
1,103054,7,7:39:58,7:40:38
1,103054,6,7:42:48,7:43:28
1,103054,5,7:45:48,7:46:18
1,103054,4,7:48:18,7:48:48
1,103054,3,7:51:18,7:51:48
1,103054,2,7:54:18,7:54:48
1,103054,1,7:58:28,7:59:28
1,103056,23,7:04:35,7:05:05
1,103056,22,7:07:35,7:08:05
1,103056,21,7:10:35,7:11:15
1,103056,20,7:13:15,7:14:00
1,103056,19,7:15:10,7:15:40
1,103056,18,7:17:40,7:18:25
1,103056,17,7:20:15,7:20:55
1,103056,16,7:22:15,7:22:45
1,103056,15,7:24:15,7:24:45
1,103056,14,7:26:15,7:26:43
1,103056,13,7:28:13,7:28:53
1,103056,12,7:30:53,7:31:38
1,103056,11,7:32:38,7:33:08
1,103056,10,7:35:08,7:35:38
1,103056,9,7:37:18,7:37:58
1,103056,8,7:39:38,7:40:18
1,103056,7,7:42:08,7:42:48
1,103056,6,7:44:58,7:45:38
1,103056,5,7:47:58,7:48:28
1,103056,4,7:50:28,7:50:58
1,103056,3,7:53:28,7:53:58
1,103056,2,7:56:28,7:56:58
1,103056,1,8:00:38,8:01:38
1,103058,23,7:09:05,7:09:35
1,103058,22,7:12:05,7:12:35
1,103058,21,7:15:05,7:15:45
1,103058,20,7:17:45,7:18:30
1,103058,19,7:19:40,7:20:10
1,103058,18,7:22:10,7:22:55
1,103058,17,7:24:45,7:25:25
1,103058,16,7:26:45,7:27:15
1,103058,15,7:28:45,7:29:15
1,103058,14,7:30:45,7:31:13
1,103058,13,7:32:43,7:33:23
1,103058,12,7:35:23,7:36:08
1,103058,11,7:37:08,7:37:38
1,103058,10,7:39:38,7:40:08
1,103058,9,7:41:48,7:42:28
1,103058,8,7:44:08,7:44:48
1,103058,7,7:46:38,7:47:18
1,103058,6,7:49:28,7:50:08
1,103058,5,7:52:28,7:52:58
1,103058,4,7:54:58,7:55:28
1,103058,3,7:57:58,7:58:28
1,103058,2,8:00:58,8:01:28
1,103058,1,8:05:08,8:06:08
1,103060,23,7:11:25,7:11:55
1,103060,22,7:14:25,7:14:55
1,103060,21,7:17:25,7:18:05
1,103060,20,7:20:05,7:20:50
1,103060,19,7:22:00,7:22:30
1,103060,18,7:24:30,7:25:15
1,103060,17,7:27:05,7:27:45
1,103060,16,7:29:05,7:29:35
1,103060,15,7:31:05,7:31:35
1,103060,14,7:33:05,7:33:33
1,103060,13,7:35:03,7:35:43
1,103060,12,7:37:43,7:38:28
1,103060,11,7:39:28,7:39:58
1,103060,10,7:41:58,7:42:28
1,103060,9,7:44:08,7:44:48
1,103060,8,7:46:28,7:47:08
1,103060,7,7:48:58,7:49:38
1,103060,6,7:51:48,7:52:28
1,103060,5,7:54:48,7:55:18
1,103060,4,7:57:18,7:57:48
1,103060,3,8:00:18,8:00:48
1,103060,2,8:03:18,8:03:48
1,103060,1,8:07:28,8:08:28
1,103062,23,7:15:50,7:16:20
1,103062,22,7:18:50,7:19:20
1,103062,21,7:21:50,7:22:30
1,103062,20,7:24:30,7:25:15
1,103062,19,7:26:25,7:26:55
1,103062,18,7:28:55,7:29:40
1,103062,17,7:31:30,7:32:10
1,103062,16,7:33:30,7:34:00
1,103062,15,7:35:30,7:36:00
1,103062,14,7:37:30,7:37:58
1,103062,13,7:39:28,7:40:08
1,103062,12,7:42:08,7:42:53
1,103062,11,7:43:53,7:44:23
1,103062,10,7:46:23,7:46:53
1,103062,9,7:48:33,7:49:13
1,103062,8,7:50:53,7:51:33
1,103062,7,7:53:23,7:54:03
1,103062,6,7:56:13,7:56:53
1,103062,5,7:59:13,7:59:43
1,103062,4,8:01:43,8:02:13
1,103062,3,8:04:43,8:05:13
1,103062,2,8:07:43,8:08:13
1,103062,1,8:11:53,8:12:53
1,103064,23,7:20:25,7:20:55
1,103064,22,7:23:25,7:23:55
1,103064,21,7:26:25,7:27:05
1,103064,20,7:29:05,7:29:50
1,103064,19,7:31:00,7:31:30
1,103064,18,7:33:30,7:34:15
1,103064,17,7:36:05,7:36:45
1,103064,16,7:38:05,7:38:35
1,103064,15,7:40:05,7:40:35
1,103064,14,7:42:05,7:42:33
1,103064,13,7:44:03,7:44:43
1,103064,12,7:46:43,7:47:28
1,103064,11,7:48:28,7:48:58
1,103064,10,7:50:58,7:51:28
1,103064,9,7:53:08,7:53:48
1,103064,8,7:55:28,7:56:08
1,103064,7,7:57:58,7:58:38
1,103064,6,8:00:48,8:01:28
1,103064,5,8:03:48,8:04:18
1,103064,4,8:06:18,8:06:48
1,103064,3,8:09:18,8:09:48
1,103064,2,8:12:18,8:12:48
1,103064,1,8:16:28,8:17:28
1,103066,23,7:22:40,7:23:10
1,103066,22,7:25:40,7:26:10
1,103066,21,7:28:40,7:29:20
1,103066,20,7:31:20,7:32:05
1,103066,19,7:33:15,7:33:45
1,103066,18,7:35:45,7:36:30
1,103066,17,7:38:20,7:39:00
1,103066,16,7:40:20,7:40:50
1,103066,15,7:42:20,7:42:50
1,103066,14,7:44:20,7:44:48
1,103066,13,7:46:18,7:46:58
1,103066,12,7:48:58,7:49:43
1,103066,11,7:50:43,7:51:13
1,103066,10,7:53:13,7:53:43
1,103066,9,7:55:23,7:56:03
1,103066,8,7:57:43,7:58:23
1,103066,7,8:00:13,8:00:53
1,103066,6,8:03:03,8:03:43
1,103066,5,8:06:03,8:06:33
1,103066,4,8:08:33,8:09:03
1,103066,3,8:11:33,8:12:03
1,103066,2,8:14:33,8:15:03
1,103066,1,8:18:43,8:19:43
1,103068,23,7:27:10,7:27:40
1,103068,22,7:30:10,7:30:40
1,103068,21,7:33:10,7:33:50
1,103068,20,7:35:50,7:36:35
1,103068,19,7:37:45,7:38:15
1,103068,18,7:40:15,7:41:00
1,103068,17,7:42:50,7:43:30
1,103068,16,7:44:50,7:45:20
1,103068,15,7:46:50,7:47:20
1,103068,14,7:48:50,7:49:18
1,103068,13,7:50:48,7:51:28
1,103068,12,7:53:28,7:54:13
1,103068,11,7:55:13,7:55:43
1,103068,10,7:57:43,7:58:13
1,103068,9,7:59:53,8:00:33
1,103068,8,8:02:13,8:02:53
1,103068,7,8:04:43,8:05:23
1,103068,6,8:07:33,8:08:13
1,103068,5,8:10:33,8:11:03
1,103068,4,8:13:03,8:13:33
1,103068,3,8:16:03,8:16:33
1,103068,2,8:19:03,8:19:33
1,103068,1,8:23:13,8:24:13
1,103070,23,7:29:25,7:29:55
1,103070,22,7:32:25,7:32:55
1,103070,21,7:35:25,7:36:05
1,103070,20,7:38:05,7:38:50
1,103070,19,7:40:00,7:40:30
1,103070,18,7:42:30,7:43:15
1,103070,17,7:45:05,7:45:45
1,103070,16,7:47:05,7:47:35
1,103070,15,7:49:05,7:49:35
1,103070,14,7:51:05,7:51:33
1,103070,13,7:53:03,7:53:43
1,103070,12,7:55:43,7:56:28
1,103070,11,7:57:28,7:57:58
1,103070,10,7:59:58,8:00:28
1,103070,9,8:02:08,8:02:48
1,103070,8,8:04:28,8:05:08
1,103070,7,8:06:58,8:07:38
1,103070,6,8:09:48,8:10:28
1,103070,5,8:12:48,8:13:18
1,103070,4,8:15:18,8:15:48
1,103070,3,8:18:18,8:18:48
1,103070,2,8:21:18,8:21:48
1,103070,1,8:25:28,8:26:28
1,103072,23,7:33:35,7:34:05
1,103072,22,7:36:35,7:37:05
1,103072,21,7:39:35,7:40:15
1,103072,20,7:42:15,7:43:00
1,103072,19,7:44:10,7:44:40
1,103072,18,7:46:40,7:47:25
1,103072,17,7:49:15,7:49:55
1,103072,16,7:51:15,7:51:45
1,103072,15,7:53:15,7:53:45
1,103072,14,7:55:15,7:55:43
1,103072,13,7:57:13,7:57:53
1,103072,12,7:59:53,8:00:38
1,103072,11,8:01:38,8:02:08
1,103072,10,8:04:08,8:04:38
1,103072,9,8:06:18,8:06:58
1,103072,8,8:08:38,8:09:18
1,103072,7,8:11:08,8:11:48
1,103072,6,8:13:58,8:14:38
1,103072,5,8:16:58,8:17:28
1,103072,4,8:19:28,8:19:58
1,103072,3,8:22:28,8:22:58
1,103072,2,8:25:28,8:25:58
1,103072,1,8:29:38,8:30:38
1,103074,23,7:35:40,7:36:10
1,103074,22,7:38:40,7:39:10
1,103074,21,7:41:40,7:42:20
1,103074,20,7:44:20,7:45:05
1,103074,19,7:46:15,7:46:45
1,103074,18,7:48:45,7:49:30
1,103074,17,7:51:20,7:52:00
1,103074,16,7:53:20,7:53:50
1,103074,15,7:55:20,7:55:50
1,103074,14,7:57:20,7:57:48
1,103074,13,7:59:18,7:59:58
1,103074,12,8:01:58,8:02:43
1,103074,11,8:03:43,8:04:13
1,103074,10,8:06:13,8:06:43
1,103074,9,8:08:23,8:09:03
1,103074,8,8:10:43,8:11:23
1,103074,7,8:13:13,8:13:53
1,103074,6,8:16:03,8:16:43
1,103074,5,8:19:03,8:19:33
1,103074,4,8:21:33,8:22:03
1,103074,3,8:24:33,8:25:03
1,103074,2,8:27:33,8:28:03
1,103074,1,8:31:43,8:32:43
1,103076,23,7:37:50,7:38:20
1,103076,22,7:40:50,7:41:20
1,103076,21,7:43:50,7:44:30
1,103076,20,7:46:30,7:47:15
1,103076,19,7:48:25,7:48:55
1,103076,18,7:50:55,7:51:40
1,103076,17,7:53:30,7:54:10
1,103076,16,7:55:30,7:56:00
1,103076,15,7:57:30,7:58:00
1,103076,14,7:59:30,7:59:58
1,103076,13,8:01:28,8:02:08
1,103076,12,8:04:08,8:04:53
1,103076,11,8:05:53,8:06:23
1,103076,10,8:08:23,8:08:53
1,103076,9,8:10:33,8:11:13
1,103076,8,8:12:53,8:13:33
1,103076,7,8:15:23,8:16:03
1,103076,6,8:18:13,8:18:53
1,103076,5,8:21:13,8:21:43
1,103076,4,8:23:43,8:24:13
1,103076,3,8:26:43,8:27:13
1,103076,2,8:29:43,8:30:13
1,103076,1,8:33:53,8:34:53
1,103078,23,7:39:55,7:40:25
1,103078,22,7:42:55,7:43:25
1,103078,21,7:45:55,7:46:35
1,103078,20,7:48:35,7:49:20
1,103078,19,7:50:30,7:51:00
1,103078,18,7:53:00,7:53:45
1,103078,17,7:55:35,7:56:15
1,103078,16,7:57:35,7:58:05
1,103078,15,7:59:35,8:00:05
1,103078,14,8:01:35,8:02:03
1,103078,13,8:03:33,8:04:13
1,103078,12,8:06:13,8:06:58
1,103078,11,8:07:58,8:08:28
1,103078,10,8:10:28,8:10:58
1,103078,9,8:12:38,8:13:18
1,103078,8,8:14:58,8:15:38
1,103078,7,8:17:28,8:18:08
1,103078,6,8:20:18,8:20:58
1,103078,5,8:23:18,8:23:48
1,103078,4,8:25:48,8:26:18
